,FECHA,DESCRIPCION,CREDIT/DEBIT,SALDO
735,2024-10-27,COMPRA EN  SUPERMERCA,-91902.0,7296769.03
736,2024-10-28,COMPRA EN  SUPERMERCA,-109055.0,7187714.03
737,2024-10-28,ABONO INTERESES AHORROS,9.99,7187724.02
738,2024-10-30,PAGO APP ALCANOS DE COLOMBIA,-41200.0,7146524.02
739,2024-10-30,PAGO IBAL S.A. ESP,-39800.0,7106724.02
740,2024-10-30,PAGO DE NOMI UNIV DE IBAGUE,4886704.0,11993428.02
741,2024-10-30,TRASLADO VIRTUAL OTROS BANCOS,-282394.0,11711034.02
742,2024-10-30,ABONO INTERESES AHORROS,19.68,11711053.7
743,2024-10-30,RETIRO CAJERO  PLAZA DEL BOSQU,-1000000.0,10711053.7
744,2024-10-30,COMPRA EN  SUPERMERCA,-66746.0,10644307.7
745,2024-10-30,TRANSFERENCIA CTA SUC VIRTUAL,-161480.0,10482827.7
746,2024-10-30,RETIRO CAJERO  UNIVERSIDAD IBA,-100000.0,10382827.7
747,2024-10-31,COMISION TRASLADO OTROS BANCOS,-8556.1,10374271.6
748,2024-10-31,COMPRA EN  SUPERMERCA,-49219.0,10325052.6
749,2024-10-31,ABONO INTERESES AHORROS,14.22,10325066.82
750,2024-10-31,ABONO INTERESES AHORROS,14.14,10325080.96
751,2024-10-31,AJUSTE INTERES AHORROS DB,-0.01,10325080.950000001
752,2024-11-01,COMPRA EN  TIENDA D1,-31120.0,10293960.950000001
753,2024-11-01,RETIRO CAJERO  UNIVERSIDAD IBA,-100000.0,10193960.950000001
754,2024-11-02,COMPRA INTL  PAYPAL  DISNEYPLU,-55825.15,10138135.8
755,2024-11-02,COMPRA EN  JHON PEZ F,-152700.0,9985435.8
756,2024-11-02,COMPRA EN  TIENDA D1,-67060.0,9918375.8
757,2024-11-02,ABONO INTERESES AHORROS,13.96,9918389.760000002
758,2024-11-03,COMPRA EN  PEPE GANGA,-30360.0,9888029.760000002
759,2024-11-03,COMPRA EN  SUPERMERCA,-69171.0,9818858.760000002
760,2024-11-03,COMPRA INTL  PAYPAL  LEONIDTIN,-93130.11,9725728.65
761,2024-11-03,ABONO INTERESES AHORROS,13.58,9725742.23
762,2024-11-03,TRANSFERENCIA CTA SUC VIRTUAL,-100000.0,9625742.23
763,2024-11-03,COMPRA INTL  PAYPAL  FUNDRAZR,-13978.33,9611763.9
764,2024-11-04,ABONO INTERESES AHORROS,13.16,9611777.06
765,2024-11-04,COMPRA EN  TIENDA D1,-36080.0,9575697.06
766,2024-11-04,COMPRA EN  SUPERMERCA,-45320.0,9530377.06
767,2024-11-04,COMPRA EN  JUAN VALDE,-41900.0,9488477.06
768,2024-11-04,COMPRA EN  METRO IBAG,-35372.0,9453105.06
769,2024-11-04,RETIRO CAJERO  PLAZA DEL BOSQU,-100000.0,9353105.06
770,2024-11-08,RETIRO CAJERO  PLAZA DEL BOSQU,-100000.0,9253105.06
771,2024-11-08,PAGO PSE COMUNICACION CELULAR,-31500.0,9221605.06
772,2024-11-08,COMPRA EN  SUPERMERCA,-70033.0,9151572.06
773,2024-11-08,ABONO INTERESES AHORROS,51.24,9151623.3
774,2024-11-09,ABONO INTERESES AHORROS,12.53,9151635.83
775,2024-11-09,COMPRA EN  SUPERTIEND,-48962.0,9102673.83
776,2024-11-10,PAGO PSE COMUNICACION CELULAR,-31500.0,9071173.83
777,2024-11-10,ABONO INTERESES AHORROS,12.46,9071186.290000001
778,2024-11-13,ABONO INTERESES AHORROS,37.26,9071223.55
779,2024-11-13,TRANSFERENCIA CTA SUC VIRTUAL,-500000.0,8571223.55
780,2024-11-14,PAGO DE NOMI UNIV DE IBAGUE,3668208.0,12239431.55
781,2024-11-14,ABONO INTERESES AHORROS,11.74,12239443.290000001
782,2024-11-15,ABONO INTERESES AHORROS,16.76,12239460.05
783,2024-11-15,COMPRA EN  TIENDA D1,-21950.0,12217510.05
784,2024-11-16,TRANSFERENCIA A NEQUI,-5000.0,12212510.05
785,2024-11-16,COMPRA EN  TIENDA D1,-62140.0,12150370.05
786,2024-11-16,COMPRA EN  JHON PEZ F,-36000.0,12114370.05
787,2024-11-16,COMPRA EN  EXITO WOW,-142474.0,11971896.05
788,2024-11-16,ABONO INTERESES AHORROS,16.73,11971912.780000001
789,2024-11-17,COMPRA EN  SUPERMERCA,-167042.0,11804870.780000001
790,2024-11-17,ABONO INTERESES AHORROS,16.39,11804887.170000002
791,2024-11-17,COMPRA EN  SUPERMERCA,-102967.0,11701920.170000002
792,2024-11-17,RETIRO CAJERO  PLAZA DEL BOSQU,-1000000.0,10701920.170000002
793,2024-11-18,ABONO INTERESES AHORROS,14.66,10701934.830000002
794,2024-11-18,COMPRA EN  SUPERMERCA,-28094.0,10673840.830000002
795,2024-11-18,RETIRO CAJERO  UNIVERSIDAD IBA,-300000.0,10373840.830000002
796,2024-11-19,COMPRA EN  JHON PEZ F,-135740.0,10238100.830000002
797,2024-11-19,COMPRA EN  TIENDA D1,-63470.0,10174630.830000002
798,2024-11-19,ABONO INTERESES AHORROS,14.21,10174645.040000001
799,2024-11-19,PAGO PSE COMUNICACION CELULAR,-130508.0,10044137.040000001
800,2024-11-23,PAGO APP ALCANOS DE COLOMBIA,-43160.0,10000977.040000001
801,2024-11-23,ABONO INTERESES AHORROS,55.0,10001032.040000001
802,2024-11-23,COMPRA EN  SUPERMERCA,-91407.0,9909625.040000001
803,2024-11-23,COMPRA EN  ALMACEN DE,-115000.0,9794625.040000001
804,2024-11-23,PAGO IBAL S.A. ESP,-39800.0,9754825.040000001
805,2024-11-24,COMPRA EN  SURTIPLAZA,-92114.0,9662711.040000001
806,2024-11-24,ABONO INTERESES AHORROS,13.36,9662724.4
807,2024-11-26,ABONO INTERESES AHORROS,26.46,9662750.860000001
808,2024-11-26,CONSIG LOCAL EFECTIVO,420000.0,10082750.860000001
809,2024-11-27,ABONO INTERESES AHORROS,13.81,10082764.670000002
810,2024-11-27,COMPRA EN  TOTTO TU I,-199900.0,9882864.670000002
811,2024-11-27,COMPRA EN  JUAN VALDE,-43400.0,9839464.670000002
812,2024-11-28,TRASLADO VIRTUAL OTROS BANCOS,-282374.0,9557090.670000002
813,2024-11-28,ABONO INTERESES AHORROS,13.47,9557104.14
814,2024-11-28,PAGO DE NOMI UNIV DE IBAGUE,4886704.0,14443808.14
815,2024-11-29,AJUSTE INTERES AHORROS DB,-0.01,14443808.13
816,2024-11-29,RETIRO CAJERO  PLAZA DEL BOSQU,-1200000.0,13243808.13
817,2024-11-29,IVA COMIS TRASLADO OTROS BCOS,-1366.1,13242442.030000001
818,2024-11-29,COMISION TRASLADO OTROS BANCOS,-7190.0,13235252.030000001
819,2024-11-29,TRANSFERENCIA CTA SUC VIRTUAL,-161480.0,13073772.030000001
820,2024-11-29,ABONO INTERESES AHORROS,19.78,13073791.810000002
821,2024-11-30,COMPRA EN  TIENDA D1,-83390.0,12990401.810000002
822,2024-11-30,ABONO INTERESES AHORROS,16.87,12990418.680000002
823,2024-11-30,COMPRA EN  SUPERMERCA,-20650.0,12969768.680000002
824,2024-11-30,COMPRA EN  SUPERMERCA,-154356.0,12815412.680000002
825,2024-11-30,RETIRO CAJERO  UNIVERSIDAD IBA,-500000.0,12315412.680000002
826,2024-11-30,ABONO INTERESES AHORROS,17.9,12315430.580000002
827,2024-12-01,COMPRA EN  SURTIPLAZA,-78400.0,12237030.580000002
828,2024-12-01,COMPRA EN  BOLD*COMER,-150000.0,12087030.580000002
829,2024-12-02,COMPRA INTL  PAYPAL  DISNEYPLU,-55863.61,12031166.970000003
830,2024-12-02,ABONO INTERESES AHORROS,16.55,12031183.520000001
831,2024-12-03,ABONO INTERESES AHORROS,16.48,12031200.000000002
832,2024-12-03,PAGO AUTOM TC MASTER PESOS,-33389.84,11997810.160000002
833,2024-12-03,COMPRA EN  JHON PEZ F,-102810.0,11895000.160000002
834,2024-12-05,COMPRA EN  METRO IBAG,-170080.0,11724920.160000002
835,2024-12-05,ABONO INTERESES AHORROS,32.58,11724952.740000002
836,2024-12-05,TRANSFERENCIA CTA SUC VIRTUAL,-270000.0,11454952.740000002
837,2024-12-06,COMPRA EN  METRO IBAG,-80116.0,11374836.740000002
838,2024-12-06,PAGO PSE COMUNICACION CELULAR,-31500.0,11343336.740000002
839,2024-12-06,ABONO INTERESES AHORROS,15.69,11343352.430000002
840,2024-12-11,PAGO PSE COMUNICACION CELULAR,-31500.0,11311852.430000002
841,2024-12-11,ABONO INTERESES AHORROS,77.65,11311930.080000002
842,2024-12-11,COMPRA EN  FUENTE DE,-26400.0,11285530.080000002
843,2024-12-11,COMPRA EN  TIENDA D1,-108650.0,11176880.080000002
844,2024-12-12,ABONO INTERESES AHORROS,15.31,11176895.39
845,2024-12-12,COMPRA EN  SUPERMERCA,-56043.0,11120852.39
846,2024-12-13,COMPRA EN  SUPERMERCA,-76824.0,11044028.39
847,2024-12-13,ABONO INTERESES AHORROS,15.23,11044043.620000001
848,2024-12-13,PAGO DE NOMI UNIV DE IBAGUE,19998823.0,31042866.62
849,2024-12-14,ABONO INTERESES AHORROS,42.52,31042909.14
850,2024-12-14,TRANSFERENCIA CTA SUC VIRTUAL,-568500.0,30474409.14
851,2024-12-14,RETIRO CAJERO  PLAZA DEL BOSQU,-1000000.0,29474409.14
852,2024-12-14,COMPRA EN  SUPERMERCA,-52149.0,29422260.14
853,2024-12-14,COMPRA EN  PATPRIMO 2,-260300.0,29161960.14
854,2024-12-14,COMPRA EN  MILLA DE O,-75300.0,29086660.14
855,2024-12-14,COMPRA EN  DOLLARCITY,-104000.0,28982660.14
856,2024-12-15,COMPRA EN  FALABELLA,-375900.0,28606760.14
857,2024-12-15,COMPRA EN  FALABELLA,-209990.0,28396770.14
858,2024-12-15,TRANSFERENCIA CTA SUC VIRTUAL,-568500.0,27828270.14
859,2024-12-15,COMPRA EN  SURTIPLAZA,-107050.0,27721220.14
860,2024-12-15,ABONO INTERESES AHORROS,39.7,27721259.84
861,2024-12-16,RETIRO CAJERO  UNIVERSIDAD IBA,-300000.0,27421259.84
862,2024-12-16,COMPRA EN  CVSCONECTI,-619900.0,26801359.84
863,2024-12-16,COMPRA EN  SUPERMERCA,-82894.0,26718465.84
864,2024-12-16,ABONO INTERESES AHORROS,37.97,26718503.81
865,2024-12-17,ABONO INTERESES AHORROS,36.6,26718540.41
866,2024-12-17,PAGO INTERBANC UNIVERSIDAD PED,1044750.0,27763290.41
867,2024-12-18,COMPRA EN  SUPERMERCA,-180625.0,27582665.41
868,2024-12-18,COMPRA EN  TIENDA D1,-102920.0,27479745.41
869,2024-12-18,COMPRA EN  DOLLARCITY,-76000.0,27403745.41
870,2024-12-18,ABONO INTERESES AHORROS,38.03,27403783.44
871,2024-12-19,TRANSFERENCIA CTA SUC VIRTUAL,-2899500.0,24504283.44
872,2024-12-19,ABONO INTERESES AHORROS,37.53,24504320.97
873,2024-12-19,PAGO DE NOMI UNIV DE IBAGUE,6718963.0,31223283.970000003
874,2024-12-19,COMPRA EN  JOYERIA CA,-150000.0,31073283.970000003
875,2024-12-20,COMPRA EN  REFRIELECT,-13500.0,31059783.970000003
876,2024-12-20,COMPRA EN  SUPERTIEND,-42499.0,31017284.970000003
877,2024-12-20,COMPRA EN  METRO IBAG,-418570.0,30598714.970000003
878,2024-12-20,ABONO INTERESES AHORROS,42.56,30598757.53
879,2024-12-20,COMPRA EN  METRO IBAG,-28770.0,30569987.53
880,2024-12-20,COMPRA EN  SURTIPLAZA,-77023.0,30492964.53
881,2024-12-20,COMPRA EN  SUPERMERCA,-186830.0,30306134.53
882,2024-12-21,COMPRA EN  SUPERMERCA,-32100.0,30274034.53
883,2024-12-21,PAGO PSE COMUNICACION CELULAR,-130508.0,30143526.53
884,2024-12-21,COMPRA EN  SUPERTIEND,-19430.0,30124096.53
885,2024-12-21,TRANSFERENCIA CTA SUC VIRTUAL,-257400.0,29866696.53
886,2024-12-21,TRASLADO VIRTUAL OTROS BANCOS,-826066.0,29040630.53
887,2024-12-21,ABONO INTERESES AHORROS,41.51,29040672.040000003
888,2024-12-21,TRANSFERENCIA CTA SUC VIRTUAL,-257400.0,28783272.040000003
889,2024-12-22,ABONO INTERESES AHORROS,39.42,28783311.460000005
890,2024-12-22,AJUSTE INTERES AHORROS DB,-0.01,28783311.450000003
891,2024-12-22,RETIRO CAJERO  MF PLAZAS DEL B,-500000.0,28283311.450000003
892,2024-12-22,IVA COMIS TRASLADO OTROS BCOS,-1387.0,28281924.450000003
893,2024-12-22,COMISION TRASLADO OTROS BANCOS,-7300.0,28274624.450000003
894,2024-12-23,COMPRA EN  JUAN VALDE,-37500.0,28237124.450000003
895,2024-12-23,COMPRA EN  SUPERMERCA,-372845.0,27864279.450000003
896,2024-12-23,RETIRO CAJERO  PLAZA DEL BOSQU,-500000.0,27364279.450000003
897,2024-12-23,ABONO INTERESES AHORROS,38.73,27364318.180000003
898,2024-12-24,ABONO INTERESES AHORROS,37.48,27364355.660000004
899,2024-12-24,COMPRA EN  METRO IBAG,-117902.0,27246453.660000004
900,2024-12-24,COMPRA EN  SUPERMERCA,-100687.0,27145766.660000004
901,2024-12-25,COMPRA EN  SUPERMERCA,-35256.0,27110510.660000004
902,2024-12-25,ABONO INTERESES AHORROS,37.18,27110547.840000004
903,2024-12-26,ABONO INTERESES AHORROS,37.13,27110584.970000003
904,2024-12-26,COMPRA EN  DIST MAXIB,-34000.0,27076584.970000003
905,2024-12-28,COMPRA EN SUPERMERCADO POPULAR,-63208.0,27013376.970000003
