FECHA,DESCRIPCION,CREDIT/DEBIT,SALDO,MES,CATEGORIA
2025-08-14,PAGO DE NOMI UNIV DE IBAGUE,3706460.0,27269107.34,2025-08,ingresos
2025-08-14,ABONO INTERESES AHORROS,37.13,27269144.47,2025-08,intereses
2025-08-14,COMPRA EN  JUAN VALDE,-78900.0,27190244.47,2025-08,otros
2025-08-14,TRANSFERENCIA CTA SUC VIRTUAL,-80000.0,27110244.47,2025-08,transferencia
2025-08-15,COMPRA EN  FARMATODO,-655615.0,26454665.27,2025-08,otros
2025-08-15,COMPRA EN  DROGUERIA,-141200.0,26139565.27,2025-08,medicamentos
2025-08-15,COMPRA EN  SONATA CAF,-148500.0,26306165.27,2025-08,otros
2025-08-15,COMPRA EN  SUPERMERCA,-25400.0,26280765.27,2025-08,supermercado
2025-08-15,ABONO INTERESES AHORROS,35.8,27110280.27,2025-08,intereses
2025-08-16,COMPRA EN  JUMBO ATLA,-99852.0,26039748.94,2025-08,otros
2025-08-16,ABONO INTERESES AHORROS,35.67,26139600.94,2025-08,intereses
