,FECHA,DESCRIPCION,CREDIT/DEBIT,SALDO,MONEDA
290,2025-05-01 00:00:00,COMPRA EN  FONDANT CA,-78300.0,28520254.66,COP
291,2025-05-01 00:00:00,COMPRA EN  BOSI MULTI,-499900.0,28020354.66,COP
292,2025-05-02 00:00:00,ABONO INTERESES AHORROS,37.69,27915389.35,COP
293,2025-05-02 00:00:00,COMPRA EN  TIENDA D1,-23790.0,27891599.35,COP
294,2025-05-02 00:00:00,RETIRO CAJERO  ATM PLAZA DEL B,-300000.0,27591599.35,COP
295,2025-05-02 00:00:00,COMPRA INTL  PAYPAL  DISNEYPLU,-76296.05,27515303.3,COP
296,2025-05-03 00:00:00,ABONO INTERESES AHORROS,36.67,27515339.97,COP
297,2025-05-03 00:00:00,COMPRA EN  FONDANT CA,-53000.0,27462339.97,COP
298,2025-05-03 00:00:00,COMPRA EN  METRO IBAG,-21190.0,27441149.97,COP
299,2025-05-03 00:00:00,COMPRA EN  EXITO WOW,-122029.0,27319120.97,COP
300,2025-05-03 00:00:00,COMPRA EN  CEREZA CAF,-26200.0,27292920.97,COP
301,2025-05-03 00:00:00,COMPRA EN  FUENTE DE,-38400.0,27254520.97,COP
302,2025-05-03 00:00:00,COMPRA EN  CRUZ VERDE,-76380.0,27178140.97,COP
303,2025-05-03 00:00:00,COMPRA EN  SURTIPLAZA,-87417.0,27090723.97,COP
304,2025-05-03 00:00:00,COMPRA EN  TIENDA D1,-16950.0,27073773.97,COP
305,2025-05-03 00:00:00,TRANSFERENCIA CTA SUC VIRTUAL,-300000.0,26773773.97,COP
306,2025-05-04 00:00:00,COMPRA EN  METRO IBAG,-76263.0,26697547.38,COP
307,2025-05-04 00:00:00,ABONO INTERESES AHORROS,36.41,26773810.38,COP
308,2025-05-04 00:00:00,COMPRA EN  SUPERMERCA,-54138.0,26585710.38,COP
309,2025-05-04 00:00:00,COMPRA EN  SUPERMERCA,-57699.0,26639848.38,COP
310,2025-05-05 00:00:00,PAGO AUTOM TC MASTER PESOS,-208825.0,26376885.38,COP
311,2025-05-08 00:00:00,ABONO INTERESES AHORROS,144.52,26377029.9,COP
312,2025-05-09 00:00:00,ABONO INTERESES AHORROS,30.79,26377060.69,COP
313,2025-05-09 00:00:00,PAGO SUC VIRT TC MASTER PESOS,-18900.0,26358160.69,COP
314,2025-05-09 00:00:00,PAGO PSE Wingo Aerorepublica,-3411498.0,22946662.69,COP
315,2025-05-09 00:00:00,PAGO PSE Unidad Administrativ,-85000.0,22861662.69,COP
316,2025-05-09 00:00:00,RETIRO CAJERO  UNIVERSIDAD IBA,-200000.0,22661662.69,COP
317,2025-05-09 00:00:00,TRANSFERENCIA CTA SUC VIRTUAL,-30000.0,22631662.69,COP
318,2025-05-09 00:00:00,TRANSFERENCIA CTA SUC VIRTUAL,-150000.0,22481662.69,COP
319,2025-05-10 00:00:00,ABONO INTERESES AHORROS,30.7,22481693.39,COP
320,2025-05-10 00:00:00,PAGO PSE COMUNICACION CELULAR,-32000.0,22449693.39,COP
321,2025-05-10 00:00:00,PAGO PSE COMUNICACION CELULAR,-32000.0,22417693.39,COP
322,2025-05-11 00:00:00,COMPRA EN  DOLLARCITY,-39000.0,22378693.39,COP
323,2025-05-11 00:00:00,COMPRA EN  SUPERMERCA,-31659.0,22347034.39,COP
324,2025-05-11 00:00:00,COMPRA EN  FONDANT CA,-180700.0,22166334.39,COP
325,2025-05-12 00:00:00,ABONO INTERESES AHORROS,60.72,22166395.11,COP
326,2025-05-13 00:00:00,ABONO INTERESES AHORROS,30.09,22166425.2,COP
327,2025-05-13 00:00:00,RETIRO CAJERO  ATM PLAZA DEL B,-200000.0,21966425.2,COP
328,2025-05-14 00:00:00,ABONO INTERESES AHORROS,29.99,21966455.19,COP
329,2025-05-14 00:00:00,COMPRA EN  SUPERMERCA,-70511.0,21895944.19,COP
330,2025-05-15 00:00:00,PAGO DE NOMI UNIV DE IBAGUE,3737460.0,25633404.19,COP
331,2025-05-15 00:00:00,TRANSFERENCIA CTA SUC VIRTUAL,75000.0,25708404.19,COP
332,2025-05-16 00:00:00,ABONO INTERESES AHORROS,70.42,25708474.61,COP
333,2025-05-17 00:00:00,COMPRA EN  HELADERIA,-21800.0,25241163.7,COP
334,2025-05-17 00:00:00,COMPRA EN  TIENDA D1,-38900.0,25262963.7,COP
335,2025-05-17 00:00:00,ABONO INTERESES AHORROS,34.09,25708508.7,COP
336,2025-05-17 00:00:00,COMPRA EN  FUENTE DE,-48000.0,25660508.7,COP
337,2025-05-17 00:00:00,PAGO PSE Fondo Rotatorio del,-227340.0,25013823.7,COP
338,2025-05-17 00:00:00,TRANSFERENCIA CTA SUC VIRTUAL,-123130.0,24890693.7,COP
339,2025-05-17 00:00:00,COMPRA EN  EXITO WOW,-278255.0,25301863.7,COP
340,2025-05-17 00:00:00,COMPRA EN  JHON PEZ F,-80390.0,25580118.7,COP
341,2025-05-18 00:00:00,RETIRO CAJERO  ATM PLAZA DEL B,-1000000.0,23403502.45,COP
342,2025-05-18 00:00:00,RETIRO CAJERO  ATM PLAZA DEL B,-100000.0,23303502.45,COP
343,2025-05-18 00:00:00,ABONO INTERESES AHORROS,31.75,24890725.45,COP
344,2025-05-18 00:00:00,COMPRA EN  SUPERMERCA,-57094.0,24833631.45,COP
345,2025-05-18 00:00:00,COMPRA EN  SUPERMERCA,-230129.0,24603502.45,COP
346,2025-05-18 00:00:00,RETIRO CAJERO  ATM PLAZA DEL B,-200000.0,24403502.45,COP
347,2025-05-18 00:00:00,TRANSFERENCIA CTA SUC VIRTUAL,-123130.0,23180372.45,COP
348,2025-05-19 00:00:00,ABONO INTERESES AHORROS,31.57,23180404.02,COP
349,2025-05-19 00:00:00,PAGO PSE COMUNICACION CELULAR,-130508.0,23049896.02,COP
350,2025-05-20 00:00:00,ABONO INTERESES AHORROS,31.5,23049927.52,COP
351,2025-05-20 00:00:00,COMPRA EN  SUPERMERCA,-51871.0,22998056.52,COP
352,2025-05-21 00:00:00,ABONO INTERESES AHORROS,31.49,22998088.01,COP
353,2025-05-21 00:00:00,TRANSF QR NEQUI LUIS FERNAND,-1000.0,22997088.01,COP
354,2025-05-21 00:00:00,COMPRA EN  UNIVERSIDA,-5300.0,22991788.01,COP
355,2025-05-22 00:00:00,PAGO APP ALCANOS DE COLOMBIA,-62030.0,22929758.01,COP
356,2025-05-23 00:00:00,ABONO INTERESES AHORROS,62.82,22929820.83,COP
357,2025-05-24 00:00:00,ABONO INTERESES AHORROS,30.98,22929851.81,COP
358,2025-05-24 00:00:00,COMPRA EN  SURTIPLAZA,-177850.0,22752001.81,COP
359,2025-05-24 00:00:00,COMPRA EN  FONDANT CA,-34000.0,22718001.81,COP
360,2025-05-24 00:00:00,COMPRA EN  FALABELLA,-99900.0,22618101.81,COP
361,2025-05-25 00:00:00,ABONO INTERESES AHORROS,30.84,22618132.65,COP
362,2025-05-25 00:00:00,COMPRA EN  SUPERMERCA,-44316.0,22573816.65,COP
363,2025-05-25 00:00:00,COMPRA EN  SONATA CAF,-57750.0,22516066.65,COP
364,2025-05-26 00:00:00,ABONO INTERESES AHORROS,28.53,22516095.18,COP
365,2025-05-26 00:00:00,PAGO PSE Fondo Rotatorio del,-1684000.0,20832095.18,COP
366,2025-05-27 00:00:00,RETIRO CAJERO  UNIVERSIDAD IBA,-100000.0,20732095.18,COP
367,2025-05-29 00:00:00,ABONO INTERESES AHORROS,85.2,20732180.38,COP
368,2025-05-30 00:00:00,ABONO INTERESES AHORROS,32.72,25091857.1,COP
369,2025-05-30 00:00:00,RETIRO CAJERO  ATM PLAZA DEL B,-1200000.0,23891857.1,COP
370,2025-05-30 00:00:00,PAGO DE NOMI UNIV DE IBAGUE,4359644.0,25091824.38,COP
371,2025-05-31 00:00:00,ABONO INTERESES AHORROS,32.41,23891889.51,COP
372,2025-05-31 00:00:00,COMPRA EN  SURTIPLAZA,-84968.0,23806921.51,COP
373,2025-05-31 00:00:00,TRANSFERENCIA CTA SUC VIRTUAL,-143800.0,23663121.51,COP
374,2025-06-01 00:00:00,ABONO INTERESES AHORROS,32.05,23663153.56,COP
375,2025-06-01 00:00:00,COMPRA EN  METRO IBAG,-103076.0,23560077.56,COP
376,2025-06-01 00:00:00,COMPRA EN  FONDANT CA,-117000.0,23443077.56,COP
377,2025-06-01 00:00:00,COMPRA EN  TIENDA D1,-40870.0,23402207.56,COP
378,2025-06-02 00:00:00,ABONO INTERESES AHORROS,31.47,23402239.03,COP
379,2025-06-02 00:00:00,COMPRA EN  HOMECENTER,-363400.0,23038839.03,COP
380,2025-06-02 00:00:00,COMPRA EN  SUPERMERCA,-65590.0,22973249.03,COP
381,2025-06-03 00:00:00,COMPRA EN  SUPERMERCA,-32337.0,22940943.21,COP
382,2025-06-03 00:00:00,ABONO INTERESES AHORROS,31.18,22973280.21,COP
383,2025-06-03 00:00:00,PAGO AUTOM TC MASTER PESOS,-35200.0,22761943.21,COP
384,2025-06-03 00:00:00,TRANSFERENCIA CTA SUC VIRTUAL,-143800.0,22797143.21,COP
385,2025-06-04 00:00:00,ABONO INTERESES AHORROS,31.04,22761974.25,COP
386,2025-06-04 00:00:00,COMPRA EN  JHON PEZ F,-96890.0,22665084.25,COP
387,2025-06-05 00:00:00,ABONO INTERESES AHORROS,31.03,22665115.28,COP
388,2025-06-05 00:00:00,COMPRA EN  SUPERMERCA,-10500.0,22654615.28,COP
389,2025-06-06 00:00:00,ABONO INTERESES AHORROS,29.69,22654644.97,COP
390,2025-06-06 00:00:00,COMPRA EN  CFSM ARMEN,-280000.0,22374644.97,COP
391,2025-06-06 00:00:00,TRANSFERENCIA CTA SUC VIRTUAL,-700000.0,21674644.97,COP
392,2025-06-07 00:00:00,PAGO QR Cafe la floresta,-108000.0,21566674.41,COP
393,2025-06-07 00:00:00,COMPRA EN  BOLD*Bodeg,-70000.0,21496674.41,COP
394,2025-06-07 00:00:00,ABONO INTERESES AHORROS,29.44,21674674.41,COP
395,2025-06-08 00:00:00,ABONO INTERESES AHORROS,29.34,21496703.75,COP
396,2025-06-08 00:00:00,COMPRA EN  SERNA GIRA,-74800.0,21421903.75,COP
397,2025-06-09 00:00:00,COMPRA EN  SUPERMERCA,-91201.0,21330702.75,COP
398,2025-06-09 00:00:00,RETIRO CAJERO  UNIVERSIDAD IBA,-100000.0,21230702.75,COP
399,2025-06-12 00:00:00,ABONO INTERESES AHORROS,116.32,21230819.07,COP
400,2025-06-13 00:00:00,PAGO DE NOMI UNIV DE IBAGUE,15280011.0,36510830.07,COP
401,2025-06-13 00:00:00,ABONO INTERESES AHORROS,45.87,36510875.94,COP
402,2025-06-13 00:00:00,TRANSF QR NEQUI ANGEL CALDER,-4000.0,36506875.94,COP
403,2025-06-13 00:00:00,RETIRO CAJERO,-2000000.0,34506875.94,COP
404,2025-06-13 00:00:00,TRANSFERENCIA CTA SUC VIRTUAL,-507800.0,33999075.94,COP
405,2025-06-13 00:00:00,TRANSFERENCIA CTA SUC VIRTUAL,-507800.0,33491275.94,COP
406,2025-06-14 00:00:00,COMPRA EN  MR GRILL L,-67400.0,32894019.65,COP
407,2025-06-14 00:00:00,COMPRA EN  FALABELLA,-238990.0,32215439.65,COP
408,2025-06-14 00:00:00,COMISION TRASLADO OTROS BANCOS,-7300.0,31905976.64,COP
409,2025-06-14 00:00:00,ABONO INTERESES AHORROS,43.71,33491319.65,COP
410,2025-06-14 00:00:00,COMPRA EN  HOMECENTER,-129900.0,33361419.65,COP
411,2025-06-14 00:00:00,COMPRA EN  SURTIPLAZA,-119600.0,32454429.65,COP
412,2025-06-14 00:00:00,COMPRA EN  FALABELLA,-319990.0,32574029.65,COP
413,2025-06-14 00:00:00,COMPRA EN  TOSTAO CAF,-35000.0,32180439.65,COP
414,2025-06-14 00:00:00,IVA COMIS TRASLADO OTROS BCOS,-1387.0,31904589.64,COP
415,2025-06-14 00:00:00,COMPRA EN  COLCH Y ES,-400000.0,32961419.65,COP
416,2025-06-14 00:00:00,AJUSTE INTERES AHORROS DB,-0.01,31913276.64,COP
417,2025-06-14 00:00:00,TRASLADO VIRTUAL OTROS BANCOS,-267163.0,31913276.65,COP
418,2025-06-15 00:00:00,ABONO INTERESES AHORROS,43.19,31904632.83,COP
419,2025-06-15 00:00:00,COMPRA EN  SUPERMERCA,-90660.0,31813972.83,COP
420,2025-06-15 00:00:00,COMPRA EN  METRO IBAG,-282707.0,31531265.83,COP
421,2025-06-16 00:00:00,ABONO INTERESES AHORROS,42.7,31531308.53,COP
422,2025-06-16 00:00:00,COMPRA EN  SUPERMERCA,-42190.0,31489118.53,COP
423,2025-06-16 00:00:00,COMPRA EN  DECATHLON,-165000.0,31324118.53,COP
424,2025-06-16 00:00:00,COMPRA EN  ANDRES PAR,-149000.0,31175118.53,COP
425,2025-06-17 00:00:00,ABONO INTERESES AHORROS,42.41,31175160.94,COP
426,2025-06-17 00:00:00,COMPRA EN  SUPERMERCA,-88612.0,31086548.94,COP
427,2025-06-17 00:00:00,COMPRA EN  DROGUERIA,-124000.0,30962548.94,COP
428,2025-06-18 00:00:00,ABONO INTERESES AHORROS,42.17,30962591.11,COP
429,2025-06-18 00:00:00,PAGO PSE COMUNICACION CELULAR,-175847.0,30786744.11,COP
430,2025-06-19 00:00:00,ABONO INTERESES AHORROS,42.06,30786786.17,COP
431,2025-06-19 00:00:00,COMPRA EN  SUPERMERCA,-77140.0,30709646.17,COP
432,2025-06-20 00:00:00,ABONO INTERESES AHORROS,42.02,30709688.19,COP
433,2025-06-20 00:00:00,PAGO PSE COMUNICACION CELULAR,-32000.0,30677688.19,COP
434,2025-06-21 00:00:00,ABONO INTERESES AHORROS,41.44,30677729.63,COP
435,2025-06-21 00:00:00,COMPRA EN  JUAN VALDE,-73900.0,30257167.63,COP
436,2025-06-21 00:00:00,COMPRA EN  SUPERMERCA,-88031.0,30589698.63,COP
437,2025-06-21 00:00:00,COMPRA EN  SURTIPLAZA,-129031.0,30331067.63,COP
438,2025-06-21 00:00:00,COMPRA EN  COSTA NOVA,-129600.0,30460098.63,COP
439,2025-06-22 00:00:00,ABONO INTERESES AHORROS,41.4,30257209.03,COP
440,2025-06-22 00:00:00,PAGO PSE COMUNICACION CELULAR,-32000.0,30225209.03,COP
441,2025-06-23 00:00:00,ABONO INTERESES AHORROS,41.19,30225250.22,COP
442,2025-06-23 00:00:00,PAGO SUC VIRT TC MASTER PESOS,-54100.0,30171150.22,COP
443,2025-06-23 00:00:00,COMPRA EN  SUPERMERCA,-95972.0,30075178.22,COP
444,2025-06-24 00:00:00,ABONO INTERESES AHORROS,40.88,30075219.1,COP
445,2025-06-24 00:00:00,COMPRA EN  TIENDA D1,-145970.0,29929249.1,COP
446,2025-06-24 00:00:00,COMPRA EN  SONATA CAF,-86625.0,29842624.1,COP
447,2025-06-25 00:00:00,ABONO INTERESES AHORROS,40.79,29842664.89,COP
448,2025-06-25 00:00:00,PAGO APP ALCANOS DE COLOMBIA,-62440.0,29780224.89,COP
449,2025-06-26 00:00:00,ABONO INTERESES AHORROS,40.11,29780265.0,COP
450,2025-06-26 00:00:00,COMPRA EN  PLANETA SP,-215000.0,29565265.0,COP
451,2025-06-26 00:00:00,COMPRA EN  SUPERTIEND,-279700.0,29285565.0,COP
452,2025-06-27 00:00:00,COMISION TRASLADO OTROS BANCOS,-7300.0,30616876.88,COP
453,2025-06-27 00:00:00,IVA COMIS TRASLADO OTROS BCOS,-1387.0,30615489.88,COP
454,2025-06-27 00:00:00,PAGO DE NOMI UNIV DE IBAGUE,3824460.0,33110025.0,COP
455,2025-06-27 00:00:00,ABONO INTERESES AHORROS,41.95,33110066.95,COP
456,2025-06-27 00:00:00,PAGO SUC VIRT TC MASTER PESOS,-18900.0,33091166.95,COP
457,2025-06-27 00:00:00,PAGO SUC VIRT TC MASTER DOLAR,-464930.05,32626236.9,COP
458,2025-06-27 00:00:00,COMPRA EN  TIENDA D1,-41900.0,32584336.9,COP
459,2025-06-27 00:00:00,RETIRO CAJERO  ATM PLAZA DEL B,-1200000.0,31384336.9,COP
460,2025-06-27 00:00:00,TRASLADO VIRTUAL OTROS BANCOS,-634160.0,30750176.9,COP
461,2025-06-27 00:00:00,TRANSFERENCIA CTA SUC VIRTUAL,-126000.0,30624176.9,COP
462,2025-06-27 00:00:00,AJUSTE INTERES AHORROS DB,-0.02,30624176.88,COP
463,2025-06-28 00:00:00,COMPRA EN  SUPERMERCA,-91406.0,30308525.39,COP
464,2025-06-28 00:00:00,ABONO INTERESES AHORROS,41.51,30615531.39,COP
465,2025-06-28 00:00:00,TRANSFERENCIA A NEQUI,-215600.0,30399931.39,COP
466,2025-06-29 00:00:00,ABONO INTERESES AHORROS,40.94,30308566.33,COP
467,2025-06-29 00:00:00,COMPRA EN  SUPERMERCA,-105690.0,30202876.33,COP
468,2025-06-29 00:00:00,COMPRA EN  DROGUERIA,-15600.0,30187276.33,COP
469,2025-06-29 00:00:00,RETIRO CAJERO  ATM PLAZA DEL B,-300000.0,29887276.33,COP
470,2025-06-30 00:00:00,COMPRA EN  METRO IBAG,-99231.0,29755186.09,COP
471,2025-06-30 00:00:00,ABONO INTERESES AHORROS,40.76,29887317.09,COP
472,2025-06-30 00:00:00,COMPRA EN  DROGUERIA,-32900.0,29854417.09,COP
473,2025-07-01 00:00:00,ABONO INTERESES AHORROS,40.68,29755226.77,COP
474,2025-07-01 00:00:00,COMPRA EN  SUPERMERCA,-56427.0,29698799.77,COP
475,2025-07-02 00:00:00,SALDO A FAVOR TARJETA CREDITO,1383.68,29700183.45,COP
476,2025-07-02 00:00:00,COMPRA EN  SUPERMERCA,-69802.0,29630381.45,COP
477,2025-07-02 00:00:00,COMPRA EN  BOLD*NONNA,-121000.0,29509381.45,COP
478,2025-07-03 00:00:00,ABONO INTERESES AHORROS,80.84,29509462.29,COP
479,2025-07-04 00:00:00,ABONO INTERESES AHORROS,40.41,29509502.7,COP
480,2025-07-04 00:00:00,TRANSFERENCIA A NEQUI,-10000.0,29499502.7,COP
481,2025-07-05 00:00:00,ABONO INTERESES AHORROS,40.06,29499542.76,COP
482,2025-07-05 00:00:00,COMPRA EN  HELADERIA,-49100.0,29450442.76,COP
483,2025-07-05 00:00:00,COMPRA EN  SURTIPLAZA,-204937.0,29245505.76,COP
484,2025-07-06 00:00:00,COMPRA EN  RESTAURANT,-194150.0,29051355.76,COP
485,2025-07-06 00:00:00,COMPRA EN  FUENTE DE,-40800.0,29010555.76,COP
486,2025-07-07 00:00:00,ABONO INTERESES AHORROS,79.48,29010635.24,COP
487,2025-07-08 00:00:00,ABONO INTERESES AHORROS,39.7,29010674.94,COP
488,2025-07-08 00:00:00,COMPRA EN  SUPERMERCA,-25200.0,28985474.94,COP
489,2025-07-09 00:00:00,RETIRO CAJERO  ATM PLAZA DEL B,-500000.0,28485474.94,COP
490,2025-07-10 00:00:00,ABONO INTERESES AHORROS,78.04,28485552.98,COP
491,2025-07-11 00:00:00,ABONO INTERESES AHORROS,38.68,28485591.66,COP
492,2025-07-11 00:00:00,COMPRA EN  MOOLE 10 I,-199990.0,28285601.66,COP
493,2025-07-11 00:00:00,COMPRA EN  CEREZA CAF,-44000.0,28241601.66,COP
494,2025-07-12 00:00:00,ABONO INTERESES AHORROS,38.2,28241639.86,COP
495,2025-07-12 00:00:00,COMPRA EN  MULTIPLEX,-64400.0,28177239.86,COP
496,2025-07-12 00:00:00,COMPRA EN  JV IBAGUE,-60900.0,28116339.86,COP
497,2025-07-12 00:00:00,COMPRA EN  DON PEDRO,-128900.0,27987439.86,COP
498,2025-07-12 00:00:00,COMPRA EN  KIOSKOS IB,-99600.0,27887839.86,COP
499,2025-07-13 00:00:00,ABONO INTERESES AHORROS,37.84,27887877.7,COP
500,2025-07-13 00:00:00,COMPRA EN  SURTIPLAZA,-124563.0,27763314.7,COP
501,2025-07-13 00:00:00,COMPRA EN  SUPERMERCA,-56612.0,27673102.7,COP
502,2025-07-13 00:00:00,COMPRA EN  FUENTE DE,-48900.0,27624202.7,COP
503,2025-07-13 00:00:00,COMPRA EN  IBAGUE 5 C,-33600.0,27729714.7,COP
504,2025-07-14 00:00:00,PAGO DE NOMI UNIV DE IBAGUE,3706460.0,31330662.7,COP
505,2025-07-14 00:00:00,ABONO INTERESES AHORROS,41.27,31330703.97,COP
506,2025-07-14 00:00:00,COMPRA EN  SUPERMERCA,-200529.0,31130174.97,COP
507,2025-07-14 00:00:00,RETIRO CAJERO  ATM PLAZA DEL B,-1000000.0,30130174.97,COP
508,2025-07-15 00:00:00,ABONO INTERESES AHORROS,40.77,30130215.74,COP
509,2025-07-15 00:00:00,COMPRA EN  SUPERMERCA,-142867.0,29987348.74,COP
510,2025-07-15 00:00:00,COMPRA EN  TIENDA D1,-102300.0,29885048.74,COP
511,2025-07-15 00:00:00,TRANSFERENCIA CTA SUC VIRTUAL,-122190.0,29762858.74,COP
512,2025-07-16 00:00:00,PAGO PSE COMUNICACION CELULAR,-171501.0,29559398.23,COP
513,2025-07-16 00:00:00,ABONO INTERESES AHORROS,40.49,29762899.23,COP
514,2025-07-16 00:00:00,PAGO PSE COMUNICACION CELULAR,-32000.0,29730899.23,COP
515,2025-07-17 00:00:00,COMPRA EN  JHON PEZ F,-91710.0,29467688.23,COP
516,2025-07-18 00:00:00,ABONO INTERESES AHORROS,80.72,29467768.95,COP
517,2025-07-19 00:00:00,ABONO INTERESES AHORROS,39.32,29467808.27,COP
518,2025-07-19 00:00:00,COMPRA EN  SUPERMERCA,-89414.0,29378394.27,COP
519,2025-07-19 00:00:00,COMPRA EN  FUENTE DE,-28800.0,29349594.27,COP
520,2025-07-19 00:00:00,COMPRA EN  TOSTAO CAF,-41000.0,29308594.27,COP
521,2025-07-19 00:00:00,RETIRO CAJERO,-600000.0,28708594.27,COP
522,2025-07-20 00:00:00,ABONO INTERESES AHORROS,39.12,28708633.39,COP
523,2025-07-20 00:00:00,COMPRA EN  JUAN VALDE,-37500.0,28671133.39,COP
524,2025-07-20 00:00:00,COMPRA EN  BOLD*mr al,-108000.0,28563133.39,COP
525,2025-07-21 00:00:00,PAGO INTERBANC UNAL DE COLOMBI,701771.0,29264904.39,COP
526,2025-07-21 00:00:00,COMPRA EN  BOLD*Casad,-32400.0,29232504.39,COP
527,2025-07-23 00:00:00,ABONO INTERESES AHORROS,120.12,29232624.51,COP
528,2025-07-24 00:00:00,ABONO INTERESES AHORROS,39.76,29232664.27,COP
529,2025-07-24 00:00:00,PAGO IBAL S.A. ESP,-54500.0,29178164.27,COP
530,2025-07-24 00:00:00,PAGO SUC VIRT TC MASTER PESOS,-35200.0,29142964.27,COP
531,2025-07-24 00:00:00,COMPRA EN  SUPERMERCA,-42800.0,29100164.27,COP
532,2025-07-24 00:00:00,PAGO APP ALCANOS DE COLOMBIA,-68160.0,29032004.27,COP
533,2025-07-25 00:00:00,TRANSFERENCIA DESDE NEQUI,39158.0,29071162.27,COP
534,2025-07-25 00:00:00,ABONO INTERESES AHORROS,39.54,29071201.81,COP
535,2025-07-25 00:00:00,RETIRO CAJERO  ATM PLAZA DEL B,-200000.0,28871201.81,COP
536,2025-07-26 00:00:00,TRANSFERENCIA DESDE NEQUI,360440.0,29231641.81,COP
537,2025-07-26 00:00:00,ABONO INTERESES AHORROS,39.07,29231680.88,COP
538,2025-07-26 00:00:00,COMPRA EN  TIENDA D1,-41900.0,29189780.88,COP
539,2025-07-26 00:00:00,COMPRA EN  GRUPO BLEN,-35000.0,29154780.88,COP
540,2025-07-26 00:00:00,PAGO PSE COMUNICACION CELULAR,-32000.0,29122780.88,COP
541,2025-07-26 00:00:00,RETIRO CAJERO  ATM PLAZA DEL B,-200000.0,28922780.88,COP
542,2025-07-26 00:00:00,RETIRO CAJERO  ATM PLAZA DEL B,-400000.0,28522780.88,COP
543,2025-07-27 00:00:00,PAGO SUC VIRT TC MASTER PESOS,-18900.0,28503919.57,COP
544,2025-07-27 00:00:00,ABONO INTERESES AHORROS,38.69,28522819.57,COP
545,2025-07-27 00:00:00,COMPRA EN  BOLD*Le Cr,-74250.0,28244669.57,COP
546,2025-07-27 00:00:00,PAGO QR Debajo del sombrero,-185000.0,28318919.57,COP
547,2025-07-28 00:00:00,ABONO INTERESES AHORROS,38.57,28244708.14,COP
548,2025-07-28 00:00:00,COMPRA EN  SURTIPLAZA,-85650.0,28159058.14,COP
549,2025-07-29 00:00:00,ABONO INTERESES AHORROS,38.46,28159096.6,COP
550,2025-07-29 00:00:00,COMPRA EN  FUENTE DE,-42800.0,28116296.6,COP
551,2025-07-29 00:00:00,COMPRA EN  KIOTO,-39946.0,28076350.6,COP
552,2025-07-30 00:00:00,RETIRO CORRESPONSAL CBR,-100000.0,27976388.92,COP
553,2025-07-30 00:00:00,ABONO INTERESES AHORROS,38.32,28076388.92,COP
554,2025-07-31 00:00:00,PAGO DE NOMI UNIV DE IBAGUE,3624860.0,31601248.92,COP
555,2025-07-31 00:00:00,ABONO INTERESES AHORROS,41.75,31601290.67,COP
556,2025-07-31 00:00:00,RETIRO CAJERO  UNIVERSIDAD IBA,-1000000.0,30601290.67,COP
557,2025-07-31 00:00:00,TRANSFERENCIA CTA SUC VIRTUAL,-120000.0,30481290.67,COP
558,2025-08-01 00:00:00,COMPRA EN  SUPERMERCA,-122098.0,30359234.25,COP
559,2025-08-01 00:00:00,ABONO INTERESES AHORROS,41.58,30481332.25,COP
560,2025-08-02 00:00:00,COMPRA EN  BOLD*MIS C,-64800.0,30196359.61,COP
561,2025-08-02 00:00:00,COMPRA EN  METRO IBAG,-68316.0,30261159.61,COP
562,2025-08-02 00:00:00,ABONO INTERESES AHORROS,41.36,30359275.61,COP
563,2025-08-02 00:00:00,COMPRA EN  JUAN VALDE,-29800.0,30329475.61,COP
564,2025-08-03 00:00:00,ABONO INTERESES AHORROS,40.92,30196400.53,COP
565,2025-08-03 00:00:00,COMPRA EN  FINCA AGRO,-324500.0,29871900.53,COP
566,2025-08-04 00:00:00,RETIRO CAJERO  UNIVERSIDAD IBA,-300000.0,29432124.84,COP
567,2025-08-04 00:00:00,ABONO INTERESES AHORROS,40.31,29871940.84,COP
568,2025-08-04 00:00:00,COMPRA EN  SUPERTIEND,-41700.0,29830240.84,COP
569,2025-08-04 00:00:00,COMPRA EN  SUPERMERCA,-42216.0,29788024.84,COP
570,2025-08-04 00:00:00,COMPRA EN  RICOTTA TR,-55900.0,29732124.84,COP
571,2025-08-05 00:00:00,COMPRA EN  SUPERMERCA,-36416.0,29593599.83,COP
572,2025-08-05 00:00:00,TRANSFERENCIA DESDE NEQUI,197851.0,29629975.84,COP
573,2025-08-05 00:00:00,ABONO INTERESES AHORROS,39.99,29630015.83,COP
574,2025-08-05 00:00:00,PAGO PSE COMUNICACION CELULAR,-133296.0,29393513.83,COP
575,2025-08-05 00:00:00,RETIRO CAJERO  UNIVERSIDAD IBA,-200000.0,29193513.83,COP
576,2025-08-05 00:00:00,COMPRA EN  TIENDA D1,-66790.0,29526809.83,COP
577,2025-08-06 00:00:00,ABONO INTERESES AHORROS,39.38,29193553.21,COP
578,2025-08-06 00:00:00,COMPRA EN  SURTIPLAZA,-42200.0,29151353.21,COP
579,2025-08-06 00:00:00,COMPRA EN  BBC ACQUA,-102435.0,29048918.21,COP
580,2025-08-06 00:00:00,RETIRO CAJERO  ATM PLAZA DEL B,-300000.0,28748918.21,COP
581,2025-08-07 00:00:00,ABONO INTERESES AHORROS,38.31,28944860.52,COP
582,2025-08-07 00:00:00,COMPRA EN  BCS MULTIC,-319900.0,28553160.52,COP
583,2025-08-07 00:00:00,COMPRA EN  HOMIES BUR,-71800.0,28873060.52,COP
584,2025-08-07 00:00:00,COMPRA EN  EXITO WOW,-284860.0,28268300.52,COP
